tie_line,phase1_x_2-phenylethanol,phase1_x_camphor,phase1_x_carvone,phase1_x_water4C_aparicio2007,phase1_w_2-phenylethanol,phase1_w_camphor,phase1_w_carvone,phase1_w_water4C_aparicio2007,phase2_x_2-phenylethanol,phase2_x_camphor,phase2_x_carvone,phase2_x_water4C_aparicio2007,phase2_w_2-phenylethanol,phase2_w_camphor,phase2_w_carvone,phase2_w_water4C_aparicio2007
65,0.0007418210068476906,1.2249046999312019e-05,4.8880065216074606e-06,0.9992410419396315,0.005009292318248516,0.00010307438984044872,4.0588944569355924e-05,0.9948470443473416,0.09886111871972612,0.4250284075179456,0.42503981922403444,0.05107065453829404,0.08531983315423641,0.45710256469819305,0.451079228142318,0.006498374005252618
66,0.0007150463463681442,1.2284739472636723e-05,4.895163825455711e-06,0.9992677737503337,0.0048292340220239,0.00010339064238173325,4.065463105090352e-05,0.9950267207045435,0.09407228421170612,0.42789244058935366,0.4279029694268213,0.050132305772118885,0.08103569154850786,0.4593254303466179,0.45327178595607276,0.006367092148801641
67,0.0006902357054174889,1.2316905228111395e-05,4.9015600246738414e-06,0.9992925458293297,0.004662334237407814,0.00010367613683055508,4.071355655531626e-05,0.9951932760692063,0.0897277349316584,0.43048930318609474,0.4304990257012683,0.049283936180978635,0.07716301005274212,0.4613346171175012,0.45525357254267185,0.006248800287084971
68,0.0006671713460634022,1.2346038833530567e-05,4.90730680677944e-06,0.9993155753082963,0.004507138926845014,0.00010393514375654025,4.0766694963119024e-05,0.9953481592344353,0.0857682534617683,0.4328548578466364,0.4328638411258395,0.04851304756575575,0.07364507784108476,0.46315960868334205,0.45705367117320855,0.006141642302364877
69,0.0006456675837843934,1.2372546234345065e-05,4.912495139832705e-06,0.9993370473748414,0.0043624075039046415,0.00010417117373686123,4.081484167389746e-05,0.9954926064806846,0.08214470977244029,0.43501880466963005,0.43502710782113485,0.047809377736794806,0.07043516501402179,0.4648246927644369,0.45869603959048966,0.0060441026310518
70,0.000625565104291091,1.2396764381319072e-05,4.917200053691575e-06,0.9993571209312738,0.004227075090969269,0.00010438714468358681,4.085865436379744e-05,0.9956276791099834,0.0788160007751966,0.4370059576128617,0.43701363297356866,0.04716440863837296,0.0674944169469659,0.46635005958049097,0.4602005936023648,0.005954929870178286
71,0.0006067263190107083,1.2418975336090364e-05,4.921483980665477e-06,0.9993759332216725,0.004100221642284804,0.00010458550242268675,4.0898681614954434e-05,0.9957542941736776,0.07574747437758036,0.4388372115011671,0.43884430562558324,0.04657100849566912,0.06479026059543794,0.4677526320421291,0.46158402603568627,0.0058730813267467786
72,0.0005890314989686497,1.2439416300902073e-05,4.925399041492713e-06,0.999393603685689,0.003981046212967469,0.00010476830674455507,4.093538265737259e-05,0.9958732500976306,0.07290970996065736,0.440530281257156,0.44053683573299623,0.04602317304919028,0.062295183070265055,0.46904670084054373,0.4628604332237355,0.005797682865455715
73,0.0005723761490209123,1.2458289097334164e-05,4.9289893740602685e-06,0.9994102365725077,0.0038688495102802973,0.00010493731225309308,4.096914721558718e-05,0.9959852440302511,0.07027756759554779,0.4421002940307567,0.44210634615759775,0.04551579221609781,0.05998578468064223,0.47024441888311286,0.4640418027437242,0.005727993692520809
74,0.0005566683970256257,1.2475765823311631e-05,4.932292369640549e-06,0.9994259235447814,0.003763016493521814,0.0001050940171602494,4.100030630479637e-05,0.996090889183013,0.06782943527180775,0.4435602388989634,0.4435658222548741,0.04504450357435479,0.05784203719362088,0.47135618610172086,0.46513839300737,0.0056633836972882585
75,0.0005418272183200619,1.2491994511412419e-05,4.935340026485794e-06,0.999440745447142,0.0036630045597972226,0.00010523971168654421,4.102914382730869e-05,0.996190726584689,0.06554663114462225,0.444921336385721,0.44492648130421386,0.044605551165442896,0.05584669709406718,0.4723909554652733,0.4661590351240049,0.00560331231665461
76,0.0005277807968516536,1.250710303471667e-05,4.938159832564511e-06,0.999454773940281,0.0035683326199133386,0.00010537551169525995,4.1055904240528326e-05,0.9962852359641509,0.06341292261429447,0.4461933283652947,0.4461980623384898,0.04419568668192102,0.053984837366274324,0.4733564762202738,0.4671113728407985,0.00554731357265321
77,0.0005144652336821363,1.2521202453481835e-05,4.9407755375052084e-06,0.9994680727883268,0.0034785724906841293,0.00010550238746331364,4.108079923460796e-05,0.996374844322618,0.06141413741342099,0.4473847145284296,0.4473890625498093,0.04381208550834015,0.05224347073712192,0.47425948988025807,0.46800205587229715,0.005494983510322678
78,0.0005018234622448939,1.2534389674116687e-05,4.9432077565678375e-06,0.9994806989403243,0.0033933416617495014,0.00010562118657772035,4.110401297470496e-05,0.9964599331386982,0.0595378465164642,0.44850294455868933,0.4485069294158993,0.043452279508947096,0.05061124418946295,0.475105889060323,0.4688368965785456,0.005445970171668476
79,0.0004898043408363934,1.254674964140788e-05,4.945474471135288e-06,0.9994927034350511,0.0033122972420425926,0.00010573265282636278,4.112570644856115e-05,0.9965408443986825,0.057773103889529456,0.44955457565923385,0.4495582181853869,0.0431141022658498,0.04907818948735901,0.4759008471631299,0.46962099788988504,0.005399965459626166
80,0.0004783618878349168,1.2558357117344953e-05,4.947591429239273e-06,0.9995041321636184,0.0032351308564874818,0.0001058374415456183,4.114602095503839e-05,0.996617885681012,0.05611023153431699,0.4505454025017223,0.45054872179203,0.04279564417193062,0.047635518080696305,0.4766489249741604,0.47035885845416536,0.005356698490977834
81,0.000467454638123125,1.2569278370988205e-05,4.949572569290794e-06,0.9995150265109366,0.0031615643502938546,0.00010593613416584881,4.116508176157346e-05,0.9966913344337788,0.054540640874731,0.4514805649949935,0.4514835785943385,0.04249521553593687,0.04627545143640574,0.4773541588175062,0.47105445959471076,0.005315930151377325
82,0.0004570450801624547,1.25795716256648e-05,4.95142995995296e-06,0.9995254239182519,0.0030913460293495597,0.00010602924225260403,4.118299772254176e-05,0.9967614417306754,0.05305668358704927,0.45236463873684335,0.4523673628026269,0.04221131487348045,0.04499107986581246,0.47802013396398874,0.47171133772055185,0.0052774484496470675
83,0.0004470992027809897,1.2589289181384602e-05,4.95317450049383e-06,0.9995353583335372,0.0030242476341696516,0.00010611722561085374,4.119986719834742e-05,0.9968284352730211,0.0516515261844069,0.45320170999295256,0.4532041594373837,0.041942604385256786,0.0437762443842082,0.4786500459244821,0.4723326447867202,0.005241064904589501
