tie_line,phase1_x_2-phenylethanol,phase1_x_camphor,phase1_x_eugenol,phase1_x_water4C_aparicio2007,phase1_w_2-phenylethanol,phase1_w_camphor,phase1_w_eugenol,phase1_w_water4C_aparicio2007,phase2_x_2-phenylethanol,phase2_x_camphor,phase2_x_eugenol,phase2_x_water4C_aparicio2007,phase2_w_2-phenylethanol,phase2_w_camphor,phase2_w_eugenol,phase2_w_water4C_aparicio2007
68,0.00017890272676434238,1.3245819727579653e-05,8.801343910419964e-06,0.9997990501095976,0.0012119516593956836,0.00011181972017875503,8.014223645251677e-05,0.998596086383973,0.046547983657028454,0.36100481159297954,0.36100564640095906,0.23144155834903285,0.04582486710451919,0.4428784563170258,0.47770354523148856,0.03359313134696637
69,0.00017358910290840056,1.3254684965407922e-05,8.821758573341238e-06,0.9998043344535529,0.001175991071019929,0.0001118979676731018,8.033057255954128e-05,0.9986317803887474,0.04517755704840102,0.36163049386648105,0.361631170790525,0.23156077829459304,0.04446401448919409,0.4435291781903043,0.4784052248715511,0.033601582448950604
70,0.00016858197260208698,1.3263022662228517e-05,8.84101557815593e-06,0.9998093139891576,0.0011421027097621118,0.00011197156949052957,8.050823678094489e-05,0.9986654174839663,0.0438855021019187,0.36222013823028293,0.36222066707765943,0.2316736925901389,0.043181667437225825,0.444142315211988,0.47906637741665153,0.03360963993413459
71,0.00016385556612250846,1.327087894186899e-05,8.859210376071247e-06,0.9998140143445596,0.001110112508246743,0.00011204093080057394,8.067610840275876e-05,0.99869717045255,0.04266528419606456,0.36277677231680244,0.36277716201640015,0.2317807814707328,0.041971222273907295,0.44472103296815046,0.47969041618504127,0.033617328572900874
72,0.00015938692052271667,1.3278293896949643e-05,8.876428743465248e-06,0.9998184583568369,0.0010798653406948189,0.0001121064041771216,8.083497759970975e-05,0.9987271932775285,0.04151107506303447,0.36330309093884955,0.3633033496421084,0.2318824843560075,0.040826795807246186,0.4452681506881538,0.4802803810405521,0.03362467246404792
73,0.00015515551336071126,1.328530404493643e-05,8.892746989828289e-06,0.9998226664356046,0.0010512225534930117,0.00011216831054647013,8.098554744838374e-05,0.9987556235885122,0.04041766052751175,0.36380150606883305,0.3638016412370036,0.23197919216665175,0.03974312975749208,0.4457861883336811,0.4808389891656245,0.033631692743202345
74,0.00015114294267521311,1.3291941571860823e-05,8.908233935990437e-06,0.9998266568818169,0.0010240598069538055,0.00011222693299056072,8.112845204980454e-05,0.9987825848080059,0.03938036124210655,0.3642741789735053,0.3642741974528436,0.23207126233154457,0.03871550985621123,0.4462774045718377,0.4813686760038641,0.033638409568087065
75,0.0024410795720902997,6.436727147643463e-06,1.9859659474856298e-06,0.9975504977348146,0.01632518939883828,5.36429453258481e-05,1.7852219516065218e-05,0.9836033154363198,0.5598891062313825,0.09687325621862906,0.0969128097185991,0.24632482783138934,0.6608779882468655,0.14249328246671294,0.15376042944438745,0.04286829984203409
76,0.0019227680196879174,8.779246804356422e-06,3.245722675082197e-06,0.9980652070108327,0.012896641856368964,7.33800884482336e-05,2.9262086358819112e-05,0.9870007159688241,0.4569717639310739,0.15674718003373117,0.15678589942533228,0.22949515660986272,0.5095121800853819,0.21778911198313705,0.23497211978759244,0.03772658814388854
77,0.001584306039227494,9.981197613299752e-06,4.154641431011294e-06,0.9984015581217281,0.0106469000062384,8.35868530754649e-05,3.752854906556519e-05,0.9892319845916205,0.38381864402565685,0.19635036795931757,0.19638345020926257,0.223447537805763,0.41475416367951634,0.26440376227704543,0.28524215065110337,0.03559992339233486
78,0.0013457945079378998,1.0705604420430635e-05,4.840874879821008e-06,0.9986386590127618,0.009056325135419799,8.977505285135249e-05,4.3786601707641703e-05,0.9908101132100211,0.33015437846548323,0.22428770955707197,0.22431539474766596,0.22124251722977878,0.34982073036663214,0.2961455289121603,0.31947118297557364,0.03456255774563393
79,0.0011689389911826475,1.1187371323005973e-05,5.3755300381412185e-06,0.9988144981074562,0.00787412965362059,9.390960043444042e-05,4.867165769711621e-05,0.9919832890882477,0.289370663992592,0.24499274420030057,0.2450159843854288,0.22062060742167866,0.30252052969951254,0.3191720088047054,0.3443014866312018,0.03400597486458019
80,0.0010327495887565803,1.1529976050694496e-05,5.80272865092766e-06,0.9989499177065417,0.006962143279473878,9.686068912622716e-05,5.25804522471215e-05,0.9928884155791527,0.25742028280719637,0.26092968171491604,0.2609493632755901,0.22070067220229742,0.2665164155229554,0.3366478989911608,0.36314625583140897,0.03368942965447473
81,0.0009247458564516772,1.1785731714532665e-05,6.151291217389258e-06,0.9990573171206164,0.006237893337049522,9.907026495402238e-05,5.577325191380928e-05,0.9936072631460826,0.23175312506244855,0.2735657677832096,0.2735825964876669,0.22109851066667485,0.2381867684326306,0.3503684631492353,0.37794154044746614,0.03350322797066808
82,0.0008370529241255975,1.1983789225340251e-05,6.440752448943796e-06,0.9991445225342,0.005649186255422695,0.00010078557111877095,5.842701673873633e-05,0.9941916011567198,0.21070033119674178,0.2838255727865386,0.2838400909767921,0.22163400503992756,0.21531055673535707,0.36142888001254125,0.3898683425400998,0.033392220712001784
83,0.0007644646755602452,1.2141624555549786e-05,6.6847667865018996e-06,0.9992167089330978,0.005161434968680764,0.00010215533687898083,6.066572984183988e-05,0.9946757439645985,0.19312987049653646,0.29231933963487067,0.2923319628247913,0.22221882704380164,0.1964493603078114,0.3705356015767556,0.3996884524018223,0.03332658571361066
